类型,母序列,子序列,采样点,关联系数
高钾,K2O,BaO,14,0.8116131012
高钾,K2O,BaO,16,0.7846496107
高钾,K2O,BaO,18,0.848856799
高钾,K2O,BaO,21,0.6259388888
高钾,K2O,BaO,22,0.986205611
高钾,K2O,BaO,27,1
高钾,K2O,P2O5,01,0.9513334088
高钾,K2O,P2O5,03部位1,0.979970612
高钾,K2O,P2O5,03部位2,0.8684724821
高钾,K2O,P2O5,04,0.9175811472
高钾,K2O,P2O5,05,0.9121043244
高钾,K2O,P2O5,06部位1,0.7393439142
高钾,K2O,P2O5,06部位2,0.7223632432
高钾,K2O,P2O5,07,0.9330289111
高钾,K2O,P2O5,09,0.9708435118
高钾,K2O,P2O5,10,0.9829075708
高钾,K2O,P2O5,12,0.9985616135
高钾,K2O,P2O5,13,0.9196249084
高钾,K2O,P2O5,14,0.8242072225
高钾,K2O,P2O5,16,0.7846496107
高钾,K2O,P2O5,18,0.9822941181
高钾,K2O,P2O5,21,0.8853976614
高钾,K2O,P2O5,22,0.9893905917
高钾,K2O,P2O5,27,0.9593606434
高钾,K2O,SrO,01,0.8411638445
高钾,K2O,SrO,03部位1,0.9106635683
高钾,K2O,SrO,03部位2,0.8320882025
高钾,K2O,SrO,04,0.8454654415
高钾,K2O,SrO,05,0.9484140216
高钾,K2O,SrO,06部位1,0.746343404
高钾,K2O,SrO,06部位2,0.7259173273
高钾,K2O,SrO,07,1
高钾,K2O,SrO,09,0.9889709319
高钾,K2O,SrO,10,0.9829075708
高钾,K2O,SrO,12,0.9812668089
高钾,K2O,SrO,13,0.8085122641
高钾,K2O,SrO,14,0.8116131012
高钾,K2O,SrO,16,0.9089175454
高钾,K2O,SrO,18,0.8874116866
高钾,K2O,SrO,21,1
高钾,K2O,SrO,22,0.986205611
高钾,K2O,SrO,27,1
高钾,K2O,SnO2,01,0.8411638445
高钾,K2O,SnO2,03部位1,0.9106635683
高钾,K2O,SnO2,03部位2,0.8104940636
高钾,K2O,SnO2,04,0.8454654415
高钾,K2O,SnO2,05,0.8285177355
高钾,K2O,SnO2,06部位1,0.8777270842
高钾,K2O,SnO2,06部位2,0.8732359495
高钾,K2O,SnO2,07,1
高钾,K2O,SnO2,09,0.9889709319
高钾,K2O,SnO2,10,0.9829075708
高钾,K2O,SnO2,12,0.9812668089
高钾,K2O,SnO2,13,0.8085122641
高钾,K2O,SnO2,14,0.8116131012
高钾,K2O,SnO2,16,0.7846496107
高钾,K2O,SnO2,18,0.3333333333
高钾,K2O,SnO2,21,1
高钾,K2O,SnO2,22,0.986205611
高钾,K2O,SnO2,27,1
高钾,K2O,SO2,01,0.6633787617
高钾,K2O,SO2,03部位1,0.9106635683
高钾,K2O,SO2,03部位2,0.8104940636
高钾,K2O,SO2,04,0.684967022
高钾,K2O,SO2,05,0.6127030506
高钾,K2O,SO2,06部位1,0.8777270842
高钾,K2O,SO2,06部位2,0.8732359495
高钾,K2O,SO2,07,1
高钾,K2O,SO2,09,0.9889709319
高钾,K2O,SO2,10,0.9829075708
高钾,K2O,SO2,12,0.9812668089
高钾,K2O,SO2,13,0.8085122641
高钾,K2O,SO2,14,0.8116131012
高钾,K2O,SO2,16,0.7846496107
高钾,K2O,SO2,18,0.848856799
高钾,K2O,SO2,21,1
高钾,K2O,SO2,22,0.986205611
高钾,K2O,SO2,27,1
高钾,CaO,SiO2,01,0.924108132
高钾,CaO,SiO2,03部位1,0.9362306862
高钾,CaO,SiO2,03部位2,0.9257825114
高钾,CaO,SiO2,04,0.9007029264
高钾,CaO,SiO2,05,0.8903735155
高钾,CaO,SiO2,06部位1,0.9106865845
高钾,CaO,SiO2,06部位2,0.9349037115
高钾,CaO,SiO2,07,0.9063176708
高钾,CaO,SiO2,09,0.8929890302
高钾,CaO,SiO2,10,0.8816635041
高钾,CaO,SiO2,12,0.8961484532
高钾,CaO,SiO2,13,0.8577347427
高钾,CaO,SiO2,14,0.8716391385
高钾,CaO,SiO2,16,0.8737508913
高钾,CaO,SiO2,18,0.8967052538
高钾,CaO,SiO2,21,0.9756630251
高钾,CaO,SiO2,22,0.9208862826
高钾,CaO,SiO2,27,0.9031359245
高钾,CaO,Na2O,01,0.8455711668
高钾,CaO,Na2O,03部位1,0.9451044654
高钾,CaO,Na2O,03部位2,0.8549722051
高钾,CaO,Na2O,04,0.8293588975
高钾,CaO,Na2O,05,0.8248122989
高钾,CaO,Na2O,06部位1,1
高钾,CaO,Na2O,06部位2,0.8648006997
高钾,CaO,Na2O,07,0.9700070077
高钾,CaO,Na2O,09,0.9823988644
高钾,CaO,Na2O,10,0.9939681172
高钾,CaO,Na2O,12,0.9796178344
高钾,CaO,Na2O,13,0.697134919
高钾,CaO,Na2O,14,0.6358392086
高钾,CaO,Na2O,16,0.7907549259
高钾,CaO,Na2O,18,1
高钾,CaO,Na2O,21,0.8801983976
高钾,CaO,Na2O,22,0.9542258376
高钾,CaO,Na2O,27,0.973554649
高钾,CaO,K2O,01,0.9908443782
高钾,CaO,K2O,03部位1,0.9689954252
高钾,CaO,K2O,03部位2,0.9568715356
高钾,CaO,K2O,04,0.9634724681
高钾,CaO,K2O,05,0.9781458935
高钾,CaO,K2O,06部位1,0.8865892129
高钾,CaO,K2O,06部位2,0.9774815909
高钾,CaO,K2O,07,0.9700070077
高钾,CaO,K2O,09,0.9923823764
高钾,CaO,K2O,10,0.9901974643
高钾,CaO,K2O,12,0.9967346129
高钾,CaO,K2O,13,0.9671828395
高钾,CaO,K2O,14,0.9759068468
高钾,CaO,K2O,16,0.9871328245
高钾,CaO,K2O,18,0.8594763929
高钾,CaO,K2O,21,0.8801983976
高钾,CaO,K2O,22,0.9660659024
高钾,CaO,K2O,27,0.973554649
高钾,CaO,MgO,01,0.9438500607
高钾,CaO,MgO,03部位1,0.9451044654
高钾,CaO,MgO,03部位2,0.9876385775
高钾,CaO,MgO,04,0.9851671461
高钾,CaO,MgO,05,0.9632670321
高钾,CaO,MgO,06部位1,0.7810945274
高钾,CaO,MgO,06部位2,0.9186673622
高钾,CaO,MgO,07,0.9700070077
高钾,CaO,MgO,09,0.9823988644
高钾,CaO,MgO,10,0.9939681172
高钾,CaO,MgO,12,0.9796178344
高钾,CaO,MgO,13,0.7990994112
高钾,CaO,MgO,14,0.8738137419
高钾,CaO,MgO,16,0.8580888084
高钾,CaO,MgO,18,0.8219895288
高钾,CaO,MgO,21,0.9647157738
高钾,CaO,MgO,22,0.9591245515
高钾,CaO,MgO,27,0.9530440747
高钾,CaO,Al2O3,01,0.912177452
高钾,CaO,Al2O3,03部位1,0.9698125756
高钾,CaO,Al2O3,03部位2,0.9534923553
高钾,CaO,Al2O3,04,0.9396348035
高钾,CaO,Al2O3,05,0.954564535
高钾,CaO,Al2O3,06部位1,0.8032121426
高钾,CaO,Al2O3,06部位2,0.9394127644
高钾,CaO,Al2O3,07,0.9875699173
高钾,CaO,Al2O3,09,0.98903347
高钾,CaO,Al2O3,10,0.9884061941
高钾,CaO,Al2O3,12,0.9888510804
高钾,CaO,Al2O3,13,0.8960140814
高钾,CaO,Al2O3,14,0.9661701932
高钾,CaO,Al2O3,16,0.9064634218
高钾,CaO,Al2O3,18,0.9371911038
高钾,CaO,Al2O3,21,0.9999065727
高钾,CaO,Al2O3,22,0.9718775303
高钾,CaO,Al2O3,27,0.9727730464
高钾,CaO,Fe2O3,01,0.9595639407
高钾,CaO,Fe2O3,03部位1,0.9451044654
高钾,CaO,Fe2O3,03部位2,0.9952468452
高钾,CaO,Fe2O3,04,0.9620746555
高钾,CaO,Fe2O3,05,0.9991498961
高钾,CaO,Fe2O3,06部位1,0.8382402707
高钾,CaO,Fe2O3,06部位2,0.7511167633
高钾,CaO,Fe2O3,07,0.9830965345
高钾,CaO,Fe2O3,09,0.9921410318
高钾,CaO,Fe2O3,10,0.98529482
高钾,CaO,Fe2O3,12,0.9973976101
高钾,CaO,Fe2O3,13,0.9814800661
高钾,CaO,Fe2O3,14,0.8351041113
高钾,CaO,Fe2O3,16,0.8298267513
高钾,CaO,Fe2O3,18,1
高钾,CaO,Fe2O3,21,0.9476400286
高钾,CaO,Fe2O3,22,0.9806710187
高钾,CaO,Fe2O3,27,0.9891048735
高钾,CaO,CuO,01,0.9834273139
高钾,CaO,CuO,03部位1,0.9824360994
高钾,CaO,CuO,03部位2,0.9151287056
高钾,CaO,CuO,04,0.9145955437
高钾,CaO,CuO,05,0.9580009037
高钾,CaO,CuO,06部位1,0.8854404382
高钾,CaO,CuO,06部位2,0.9578868352
高钾,CaO,CuO,07,0.8802120154
高钾,CaO,CuO,09,0.9416369455
高钾,CaO,CuO,10,0.9641058738
高钾,CaO,CuO,12,0.9396329923
高钾,CaO,CuO,13,0.9924629161
高钾,CaO,CuO,14,0.8239946589
高钾,CaO,CuO,16,0.8447171879
高钾,CaO,CuO,18,1
高钾,CaO,CuO,21,0.9680873247
高钾,CaO,CuO,22,0.9807580844
高钾,CaO,CuO,27,0.9503736378
高钾,CaO,PbO,01,0.8455711668
高钾,CaO,PbO,03部位1,0.95865284
高钾,CaO,PbO,03部位2,0.7136630249
高钾,CaO,PbO,04,0.8293588975
高钾,CaO,PbO,05,0.8248122989
高钾,CaO,PbO,06部位1,0.925093633
高钾,CaO,PbO,06部位2,0.9855757201
高钾,CaO,PbO,07,0.9700070077
高钾,CaO,PbO,09,0.9823988644
高钾,CaO,PbO,10,0.9939681172
高钾,CaO,PbO,12,0.9796178344
高钾,CaO,PbO,13,0.7990994112
高钾,CaO,PbO,14,0.7051969637
高钾,CaO,PbO,16,0.8372065347
高钾,CaO,PbO,18,1
高钾,CaO,PbO,21,0.7881768425
高钾,CaO,PbO,22,0.9542258376
高钾,CaO,PbO,27,0.973554649
高钾,CaO,BaO,01,0.8455711668
高钾,CaO,BaO,03部位1,0.9451044654
高钾,CaO,BaO,03部位2,0.6146173025
高钾,CaO,BaO,04,0.8293588975
高钾,CaO,BaO,05,0.8248122989
高钾,CaO,BaO,06部位1,0.722334004
高钾,CaO,BaO,06部位2,0.8977795427
高钾,CaO,BaO,07,0.9700070077
高钾,CaO,BaO,09,0.9823988644
高钾,CaO,BaO,10,0.9939681172
高钾,CaO,BaO,12,0.9796178344
高钾,CaO,BaO,13,0.7990994112
高钾,CaO,BaO,14,0.8078673982
高钾,CaO,BaO,16,0.8071137026
高钾,CaO,BaO,18,1
高钾,CaO,BaO,21,0.7078949303
高钾,CaO,BaO,22,0.9542258376
高钾,CaO,BaO,27,0.973554649
高钾,CaO,P2O5,01,0.9467774588
高钾,CaO,P2O5,03部位1,0.986944002
高钾,CaO,P2O5,03部位2,0.9140819007
高钾,CaO,P2O5,04,0.892545271
高钾,CaO,P2O5,05,0.9002274888
高钾,CaO,P2O5,06部位1,0.6888723483
高钾,CaO,P2O5,06部位2,0.7519430924
高钾,CaO,P2O5,07,0.966192974
高钾,CaO,P2O5,09,0.9804874084
高钾,CaO,P2O5,10,0.9939681172
高钾,CaO,P2O5,12,0.9954222656
高钾,CaO,P2O5,13,0.897516509
高钾,CaO,P2O5,14,0.81931019
高钾,CaO,P2O5,16,0.8071137026
高钾,CaO,P2O5,18,0.8718794159
高钾,CaO,P2O5,21,0.9830397859
高钾,CaO,P2O5,22,0.975343788
高钾,CaO,P2O5,27,0.9884019059
高钾,CaO,SrO,01,0.8455711668
高钾,CaO,SrO,03部位1,0.9451044654
高钾,CaO,SrO,03部位2,0.8127627592
高钾,CaO,SrO,04,0.8293588975
高钾,CaO,SrO,05,0.9731385088
高钾,CaO,SrO,06部位1,0.6944444444
高钾,CaO,SrO,06部位2,0.7554786117
高钾,CaO,SrO,07,0.9700070077
高钾,CaO,SrO,09,0.9823988644
高钾,CaO,SrO,10,0.9939681172
高钾,CaO,SrO,12,0.9796178344
高钾,CaO,SrO,13,0.7990994112
高钾,CaO,SrO,14,0.8078673982
高钾,CaO,SrO,16,0.926798828
高钾,CaO,SrO,18,0.78125
高钾,CaO,SrO,21,0.8801983976
高钾,CaO,SrO,22,0.9542258376
高钾,CaO,SrO,27,0.973554649
高钾,CaO,SnO2,01,0.8455711668
高钾,CaO,SnO2,03部位1,0.9451044654
高钾,CaO,SnO2,03部位2,0.8549722051
高钾,CaO,SnO2,04,0.8293588975
高钾,CaO,SnO2,05,0.8248122989
高钾,CaO,SnO2,06部位1,1
高钾,CaO,SnO2,06部位2,0.8648006997
高钾,CaO,SnO2,07,0.9700070077
高钾,CaO,SnO2,09,0.9823988644
高钾,CaO,SnO2,10,0.9939681172
高钾,CaO,SnO2,12,0.9796178344
高钾,CaO,SnO2,13,0.7990994112
高钾,CaO,SnO2,14,0.8078673982
高钾,CaO,SnO2,16,0.8071137026
高钾,CaO,SnO2,18,0.3333333333
高钾,CaO,SnO2,21,0.8801983976
高钾,CaO,SnO2,22,0.9542258376
高钾,CaO,SnO2,27,0.973554649
高钾,CaO,SO2,01,0.6864776356
高钾,CaO,SO2,03部位1,0.9451044654
高钾,CaO,SO2,03部位2,0.8549722051
高钾,CaO,SO2,04,0.7223276353
高钾,CaO,SO2,05,0.6418094917
高钾,CaO,SO2,06部位1,1
高钾,CaO,SO2,06部位2,0.8648006997
高钾,CaO,SO2,07,0.9700070077
高钾,CaO,SO2,09,0.9823988644
高钾,CaO,SO2,10,0.9939681172
高钾,CaO,SO2,12,0.9796178344
高钾,CaO,SO2,13,0.7990994112
高钾,CaO,SO2,14,0.8078673982
高钾,CaO,SO2,16,0.8071137026
高钾,CaO,SO2,18,1
高钾,CaO,SO2,21,0.8801983976
高钾,CaO,SO2,22,0.9542258376
高钾,CaO,SO2,27,0.973554649
高钾,MgO,SiO2,01,0.9752457673
高钾,MgO,SiO2,03部位1,0.8760243164
高钾,MgO,SiO2,03部位2,0.9294838272
高钾,MgO,SiO2,04,0.8767967494
高钾,MgO,SiO2,05,0.8468553548
高钾,MgO,SiO2,06部位1,0.8303549326
高钾,MgO,SiO2,06部位2,0.8493524338
高钾,MgO,SiO2,07,0.8691174603
高钾,MgO,SiO2,09,0.8661923497
高钾,MgO,SiO2,10,0.8640629883
高钾,MgO,SiO2,12,0.8670837028
高钾,MgO,SiO2,13,0.912462854
高钾,MgO,SiO2,14,0.996808405
高钾,MgO,SiO2,16,0.9771100551
高钾,MgO,SiO2,18,0.8979274677
高钾,MgO,SiO2,21,0.9354633982
高钾,MgO,SiO2,22,0.9536980052
高钾,MgO,SiO2,27,0.9389455405
高钾,MgO,Na2O,01,0.8786610879
高钾,MgO,Na2O,03部位1,1
高钾,MgO,Na2O,03部位2,0.8502024291
高钾,MgO,Na2O,04,0.8015267176
高钾,MgO,Na2O,05,0.780669145
高钾,MgO,Na2O,06部位1,0.7608695652
高钾,MgO,Na2O,06部位2,0.7845579078
高钾,MgO,Na2O,07,1
高钾,MgO,Na2O,09,1
高钾,MgO,Na2O,10,1
高钾,MgO,Na2O,12,1
高钾,MgO,Na2O,13,0.5652485428
高钾,MgO,Na2O,14,0.5542580461
高钾,MgO,Na2O,16,0.6746689061
高钾,MgO,Na2O,18,0.8045977011
高钾,MgO,Na2O,21,0.8377659574
高钾,MgO,Na2O,22,0.9077809798
高钾,MgO,Na2O,27,0.9210526316
高钾,MgO,K2O,01,0.9466542419
高钾,MgO,K2O,03部位1,0.9082494739
高钾,MgO,K2O,03部位2,0.9393363472
高钾,MgO,K2O,04,0.9439301224
高钾,MgO,K2O,05,0.9364877385
高钾,MgO,K2O,06部位1,0.8540915093
高钾,MgO,K2O,06部位2,0.8887954323
高钾,MgO,K2O,07,1
高钾,MgO,K2O,09,0.9886465173
高钾,MgO,K2O,10,0.982407978
高钾,MgO,K2O,12,0.9807201991
高钾,MgO,K2O,13,0.8039321022
高钾,MgO,K2O,14,0.8816334829
高钾,MgO,K2O,16,0.8332776628
高钾,MgO,K2O,18,0.9438373428
高钾,MgO,K2O,21,0.8377659574
高钾,MgO,K2O,22,0.9198076631
高钾,MgO,K2O,27,0.9210526316
高钾,MgO,CaO,01,0.9374582762
高钾,MgO,CaO,03部位1,0.9388462232
高钾,MgO,CaO,03部位2,0.9861583243
高钾,MgO,CaO,04,0.98339592
高钾,MgO,CaO,05,0.9589895247
高钾,MgO,CaO,06部位1,0.7608695652
高钾,MgO,CaO,06部位2,0.9096832341
高钾,MgO,CaO,07,0.9664870559
高钾,MgO,CaO,09,0.9803036803
高钾,MgO,CaO,10,0.9932406251
高钾,MgO,CaO,12,0.9771992884
高钾,MgO,CaO,13,0.7800695585
高钾,MgO,CaO,14,0.8606266887
高钾,MgO,CaO,16,0.8435526474
高钾,MgO,CaO,18,0.8045977011
高钾,MgO,CaO,21,0.9606000702
高钾,MgO,CaO,22,0.9543874994
高钾,MgO,CaO,27,0.9476408248
高钾,MgO,Al2O3,01,0.960379847
高钾,MgO,Al2O3,03部位1,0.9090545912
高钾,MgO,Al2O3,03部位2,0.9609259058
高钾,MgO,Al2O3,04,0.9183338138
高钾,MgO,Al2O3,05,0.9122904484
高钾,MgO,Al2O3,06部位1,0.9619690516
高钾,MgO,Al2O3,06部位2,0.9737501828
高钾,MgO,Al2O3,07,0.9534798107
高钾,MgO,Al2O3,09,0.9684980482
高钾,MgO,Al2O3,10,0.9804310795
高钾,MgO,Al2O3,12,0.9652729592
高钾,MgO,Al2O3,13,0.8682132092
高钾,MgO,Al2O3,14,0.890727426
高钾,MgO,Al2O3,16,0.934803128
高钾,MgO,Al2O3,18,0.8563836293
高钾,MgO,Al2O3,21,0.9605033922
高钾,MgO,Al2O3,22,0.9848893158
高钾,MgO,Al2O3,27,0.9766917812
高钾,MgO,Fe2O3,01,0.9809142527
高钾,MgO,Fe2O3,03部位1,1
高钾,MgO,Fe2O3,03部位2,0.9809771488
高钾,MgO,Fe2O3,04,0.9424257358
高钾,MgO,Fe2O3,05,0.9581128399
高钾,MgO,Fe2O3,06部位1,0.9108483355
高钾,MgO,Fe2O3,06部位2,0.785976516
高钾,MgO,Fe2O3,07,0.9848403092
高钾,MgO,Fe2O3,09,0.9718407748
高钾,MgO,Fe2O3,10,0.9769991886
高钾,MgO,Fe2O3,12,0.9744131548
高钾,MgO,Fe2O3,13,0.7931621273
高钾,MgO,Fe2O3,14,0.9438519072
高钾,MgO,Fe2O3,16,0.9573868935
高钾,MgO,Fe2O3,18,0.8045977011
高钾,MgO,Fe2O3,21,0.9794833909
高钾,MgO,Fe2O3,22,0.9346705135
高钾,MgO,Fe2O3,27,0.9366761744
高钾,MgO,CuO,01,0.921139056
高钾,MgO,CuO,03部位1,0.9568568872
高钾,MgO,CuO,03部位2,0.8944223742
高钾,MgO,CuO,04,0.8915811888
高钾,MgO,CuO,05,0.9158112314
高钾,MgO,CuO,06部位1,0.855290298
高钾,MgO,CuO,06部位2,0.8706349823
高钾,MgO,CuO,07,0.8422541151
高钾,MgO,CuO,09,0.9177691047
高钾,MgO,CuO,10,0.953691869
高钾,MgO,CuO,12,0.9129258332
高钾,MgO,CuO,13,0.7852865747
高钾,MgO,CuO,14,0.9279939136
高钾,MgO,CuO,16,0.9797316119
高钾,MgO,CuO,18,0.8045977011
高钾,MgO,CuO,21,0.9959678865
高钾,MgO,CuO,22,0.934759207
高钾,MgO,CuO,27,0.996704563
高钾,MgO,PbO,01,0.8786610879
高钾,MgO,PbO,03部位1,0.8980651863
高钾,MgO,PbO,03部位2,0.6830707236
高钾,MgO,PbO,04,0.8015267176
高钾,MgO,PbO,05,0.780669145
高钾,MgO,PbO,06部位1,0.8173395103
高钾,MgO,PbO,06部位2,0.8963012669
高钾,MgO,PbO,07,1
高钾,MgO,PbO,09,1
高钾,MgO,PbO,10,1
高钾,MgO,PbO,12,1
高钾,MgO,PbO,13,1
高钾,MgO,PbO,14,0.6132147966
高钾,MgO,PbO,16,0.9684315342
高钾,MgO,PbO,18,0.8045977011
高钾,MgO,PbO,21,0.7934185167
高钾,MgO,PbO,22,0.9077809798
高钾,MgO,PbO,27,0.9210526316
高钾,MgO,BaO,01,0.8786610879
高钾,MgO,BaO,03部位1,1
高钾,MgO,BaO,03部位2,0.5823420362
高钾,MgO,BaO,04,0.8015267176
高钾,MgO,BaO,05,0.780669145
高钾,MgO,BaO,06部位1,0.8954213433
高钾,MgO,BaO,06部位2,0.9723831491
高钾,MgO,BaO,07,1
高钾,MgO,BaO,09,1
高钾,MgO,BaO,10,1
高钾,MgO,BaO,12,1
高钾,MgO,BaO,13,1
高钾,MgO,BaO,14,0.9051724138
高钾,MgO,BaO,16,0.9237536657
高钾,MgO,BaO,18,0.8045977011
高钾,MgO,BaO,21,0.7033688122
高钾,MgO,BaO,22,0.9077809798
高钾,MgO,BaO,27,0.9210526316
高钾,MgO,P2O5,01,0.9963397567
高钾,MgO,P2O5,03部位1,0.925949747
高钾,MgO,P2O5,03部位2,0.9162783133
高钾,MgO,P2O5,04,0.8681348869
高钾,MgO,P2O5,05,0.8568594385
高钾,MgO,P2O5,06部位1,0.8387819309
高钾,MgO,P2O5,06部位2,0.7869913893
高钾,MgO,P2O5,07,0.9311735072
高钾,MgO,P2O5,09,0.9593158849
高钾,MgO,P2O5,10,1
高钾,MgO,P2O5,12,0.9821489483
高钾,MgO,P2O5,13,0.8666367911
高钾,MgO,P2O5,14,0.9213408044
高钾,MgO,P2O5,16,0.9237536657
高钾,MgO,P2O5,18,0.9275870709
高钾,MgO,P2O5,21,0.9430725858
高钾,MgO,P2O5,22,0.9292457453
高钾,MgO,P2O5,27,0.9596071809
高钾,MgO,SrO,01,0.8786610879
高钾,MgO,SrO,03部位1,1
高钾,MgO,SrO,03部位2,0.7859281437
高钾,MgO,SrO,04,0.8015267176
高钾,MgO,SrO,05,0.9883283133
高钾,MgO,SrO,06部位1,0.8480736613
高钾,MgO,SrO,06部位2,0.7913379892
高钾,MgO,SrO,07,1
高钾,MgO,SrO,09,1
高钾,MgO,SrO,10,1
高钾,MgO,SrO,12,1
高钾,MgO,SrO,13,1
高钾,MgO,SrO,14,0.9051724138
高钾,MgO,SrO,16,0.9116693679
高钾,MgO,SrO,18,0.9335822886
高钾,MgO,SrO,21,0.8377659574
高钾,MgO,SrO,22,0.9077809798
高钾,MgO,SrO,27,0.9210526316
高钾,MgO,SnO2,01,0.8786610879
高钾,MgO,SnO2,03部位1,1
高钾,MgO,SnO2,03部位2,0.8502024291
高钾,MgO,SnO2,04,0.8015267176
高钾,MgO,SnO2,05,0.780669145
高钾,MgO,SnO2,06部位1,0.7608695652
高钾,MgO,SnO2,06部位2,0.7845579078
高钾,MgO,SnO2,07,1
高钾,MgO,SnO2,09,1
高钾,MgO,SnO2,10,1
高钾,MgO,SnO2,12,1
高钾,MgO,SnO2,13,1
高钾,MgO,SnO2,14,0.9051724138
高钾,MgO,SnO2,16,0.9237536657
高钾,MgO,SnO2,18,0.3333333333
高钾,MgO,SnO2,21,0.8377659574
高钾,MgO,SnO2,22,0.9077809798
高钾,MgO,SnO2,27,0.9210526316
高钾,MgO,SO2,01,0.6333588786
高钾,MgO,SO2,03部位1,1
高钾,MgO,SO2,03部位2,0.8502024291
高钾,MgO,SO2,04,0.7071097372
高钾,MgO,SO2,05,0.6316723785
高钾,MgO,SO2,06部位1,0.7608695652
高钾,MgO,SO2,06部位2,0.7845579078
高钾,MgO,SO2,07,1
高钾,MgO,SO2,09,1
高钾,MgO,SO2,10,1
高钾,MgO,SO2,12,1
高钾,MgO,SO2,13,1
高钾,MgO,SO2,14,0.9051724138
高钾,MgO,SO2,16,0.9237536657
高钾,MgO,SO2,18,0.8045977011
高钾,MgO,SO2,21,0.8377659574
高钾,MgO,SO2,22,0.9077809798
高钾,MgO,SO2,27,0.9210526316
高钾,Al2O3,SiO2,01,0.9856624489
高钾,Al2O3,SiO2,03部位1,0.9632355015
高钾,Al2O3,SiO2,03部位2,0.968635811
高钾,Al2O3,SiO2,04,0.9546590918
高钾,Al2O3,SiO2,05,0.9276090365
高钾,Al2O3,SiO2,06部位1,0.868122424
高钾,Al2O3,SiO2,06部位2,0.8782223707
高钾,Al2O3,SiO2,07,0.9142263605
高钾,Al2O3,SiO2,09,0.8989497326
高钾,Al2O3,SiO2,10,0.8876046748
高钾,Al2O3,SiO2,12,0.902419742
高钾,Al2O3,SiO2,13,0.9510830026
高钾,Al2O3,SiO2,14,0.8960305895
高钾,Al2O3,SiO2,16,0.9591096208
高钾,Al2O3,SiO2,18,0.9526130204
高钾,Al2O3,SiO2,21,0.9750266022
高钾,Al2O3,SiO2,22,0.944423364
高钾,Al2O3,SiO2,27,0.9242933539
高钾,Al2O3,Na2O,01,0.918068502
高钾,Al2O3,Na2O,03部位1,0.9155843954
高钾,Al2O3,Na2O,03部位2,0.8889411392
高钾,Al2O3,Na2O,04,0.8723699014
高钾,Al2O3,Na2O,05,0.8544090954
高钾,Al2O3,Na2O,06部位1,0.797846237
高钾,Al2O3,Na2O,06部位2,0.8140881332
高钾,Al2O3,Na2O,07,0.9570162575
高钾,Al2O3,Na2O,09,0.9709580019
高钾,Al2O3,Na2O,10,0.9820125522
高钾,Al2O3,Na2O,12,0.9679668231
高钾,Al2O3,Na2O,13,0.6371736244
高钾,Al2O3,Na2O,14,0.6140045586
高钾,Al2O3,Na2O,16,0.7244164738
高钾,Al2O3,Na2O,18,0.9352450787
高钾,Al2O3,Na2O,21,0.8767165376
高钾,Al2O3,Na2O,22,0.9263820633
高钾,Al2O3,Na2O,27,0.9461071572
高钾,Al2O3,K2O,01,0.917473276
高钾,Al2O3,K2O,03部位1,0.9991977037
高钾,Al2O3,K2O,03部位2,0.9115801593
高钾,Al2O3,K2O,04,0.9735728601
高钾,Al2O3,K2O,05,0.9746283056
高钾,Al2O3,K2O,06部位1,0.8920335887
高钾,Al2O3,K2O,06部位2,0.9170430407
高钾,Al2O3,K2O,07,0.9570162575
高钾,Al2O3,K2O,09,0.9810497917
高钾,Al2O3,K2O,10,0.9982063944
高钾,Al2O3,K2O,12,0.9852633482
高钾,Al2O3,K2O,13,0.9217731441
高钾,Al2O3,K2O,14,0.9895242076
高钾,Al2O3,K2O,16,0.8927418418
高钾,Al2O3,K2O,18,0.9093226922
高钾,Al2O3,K2O,21,0.8767165376
高钾,Al2O3,K2O,22,0.9379276467
高钾,Al2O3,K2O,27,0.9461071572
高钾,Al2O3,CaO,01,0.9094963232
高钾,Al2O3,CaO,03部位1,0.9688922655
高钾,Al2O3,CaO,03部位2,0.9520493909
高钾,Al2O3,CaO,04,0.9377629838
高钾,Al2O3,CaO,05,0.953155323
高钾,Al2O3,CaO,06部位1,0.797846237
高钾,Al2O3,CaO,06部位2,0.9375341847
高钾,Al2O3,CaO,07,0.9872399281
高钾,Al2O3,CaO,09,0.9887531421
高钾,Al2O3,CaO,10,0.9881045627
高钾,Al2O3,CaO,12,0.9885645552
高钾,Al2O3,CaO,13,0.89288161
高钾,Al2O3,CaO,14,0.9651315856
高钾,Al2O3,CaO,16,0.9036206146
高钾,Al2O3,CaO,18,0.9352450787
高钾,Al2O3,CaO,21,1
高钾,Al2O3,CaO,22,0.9710247073
高钾,Al2O3,CaO,27,0.9719495857
高钾,Al2O3,MgO,01,0.963425741
高钾,Al2O3,MgO,03部位1,0.9155843954
高钾,Al2O3,MgO,03部位2,0.9639326851
高钾,Al2O3,MgO,04,0.9242620668
高钾,Al2O3,MgO,05,0.9186119037
高钾,Al2O3,MgO,06部位1,0.96490099
高钾,Al2O3,MgO,06部位2,0.9758260069
高钾,Al2O3,MgO,07,0.9570162575
高钾,Al2O3,MgO,09,0.9709580019
高钾,Al2O3,MgO,10,0.9820125522
高钾,Al2O3,MgO,12,0.9679668231
高钾,Al2O3,MgO,13,0.8772410465
高钾,Al2O3,MgO,14,0.8984084227
高钾,Al2O3,MgO,16,0.9396328769
高钾,Al2O3,MgO,18,0.8660892507
高钾,Al2O3,MgO,21,0.9635404403
高钾,Al2O3,MgO,22,0.9861373406
